"CRUISE","VESSEL","HAUL","LATITUDE","LONGITUDE","TEMP","SALINITY","pH","Turbidity","O2","DEPTH","MIN_DEPTH","MAX_DEPTH"
201501,178,1,52.51973,-169.986415,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,2,52.41763,-169.64859,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,3,52.666075,-169.356625,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,4,52.647945,-169.099665,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,5,52.844065,-168.7818,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,6,52.92919,-168.217405,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,7,52.98879,-167.806245,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,8,53.03246,-167.30011,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,9,53.31325,-166.45371,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,10,53.444815,-166.5216,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,11,53.564145,-166.104125,6.40050105263158,32.2506133107106,8.30038526315789,0.233258947368421,356.197884210526,100.332228634746,96.9047152136942,101.697650771637
201501,178,12,53.5191,-165.89909,6.32008661417323,32.2603568332098,8.23331496062992,0.290336614173228,344.171423228346,122.773717102125,120.776171428654,123.740262642659
201501,178,13,53.5299,-165.736,6.0554693877551,32.4253328775457,8.15382857142857,0.5502,309.148787755102,137.014280679038,132.038420293013,138.608893441268
201501,178,14,53.7296,-166.129975,6.89391115702479,32.3385312627676,8.33017561983471,0.636547520661157,381.635037190083,71.9616866142372,69.3764149260876,73.79606590159
201501,178,15,53.94048,-165.40975,6.6230862745098,32.1993252337295,8.30563333333333,0.221286274509804,360.434511764706,80.0364815502543,79.0456765118605,81.3111749910208
201501,178,16,53.78897,-165.07063,5.26175342465753,33.6627901218298,7.87630528375734,1.04681409001957,137.068268101761,149.117893977117,144.950222070549,150.546251814065
201501,178,17,53.700775,-164.48675,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,18,54.36471,-164.33853,5.91270781893004,31.9723409531341,8.21968312757202,0.505843621399177,325.776590534979,101.129809958998,99.0347245691288,101.572760336866
201501,178,19,54.35827,-164.46041,5.89129795918367,31.9896390852387,8.20987755102041,0.732526530612245,325.373842857143,92.9241531717112,91.5375994635986,93.9127009901469
201501,178,20,54.31233,-165.02809,5.57601663201663,32.685484574526,8.22559667359667,0.372328482328482,327.869120582121,85.8742085719761,83.6147824476548,90.1164871691655
201501,178,21,54.195685,-164.583625,5.83674946921444,31.9705164031016,8.19151380042463,0.428934182590234,320.047414012739,93.8423291203437,85.7146213139419,98.9741108271652
201501,178,22,54.101445,-164.70205,5.96691897233202,31.940708468047,8.21938537549407,0.724134387351779,321.244494071146,84.459703590664,81.6097133621998,88.0410591338084
201501,178,23,53.92422,-164.62248,5.84045825242718,32.1344331974464,8.18232038834952,0.428223300970874,322.004897087379,91.1196351261003,88.52718304135,93.0786453337084
201501,178,24,53.74452,-164.234075,4.82499419729207,33.8498115782492,7.84000580270793,0.577932301740812,102.389096711799,234.237437800103,226.673020762468,238.057427402523
201501,178,27,53.961,-163.856125,6.13011211573237,32.5416115626056,8.21224773960217,0.574388788426763,314.324453887884,82.8056275407624,72.9615320107153,86.3317915543807
201501,178,28,54.06288,-164.006395,5.726802734375,32.0708286204203,8.216798828125,0.42030078125,334.526626953125,70.4736256662573,68.8481464302427,71.2187567251688
201501,178,29,54.187815,-163.83954,5.58680041580042,32.1051423923505,8.15008731808732,0.971008316008316,299.778846153846,95.5840164287012,92.4466386588202,98.608546195562
201501,178,30,54.49489,-163.87599,5.75149588477366,31.9124999456731,8.2308683127572,0.568216049382716,331.960333333333,91.8338144647488,89.7308002645712,92.3812687926191
201501,178,31,54.468585,-163.83914,5.74068659793814,31.9590070211909,8.22407010309278,0.730651546391753,327.790160824742,88.5667395303223,86.1818325306054,89.3205490406364
201501,178,32,54.545495,-163.526755,6.07313016528926,31.7735789946526,8.25765702479339,0.728535123966942,319.349157024793,96.695769881868,94.7809234664975,99.0722615016376
201501,178,33,54.63695,-163.142895,7.92528056112224,31.5354256346052,8.44168537074148,0.592364729458918,364.014496993988,63.8054361044205,61.2462978589286,65.6469072334501
201501,178,34,54.799795,-163.062685,8.99163779527559,31.1473233300143,8.47485236220473,0.681444881889764,365.097732283465,40.4636978519804,37.6420253698809,41.9851870600081
201501,178,35,54.81665,-162.577035,8.00051779359431,31.4255697204513,8.37460320284698,0.652478647686833,354.8011886121,33.8742748964771,31.1702569247756,35.5273272532888
201501,178,36,54.674825,-162.785445,5.72020675105485,31.7573622669093,8.20253797468354,0.79173417721519,319.644643459916,76.2463764756005,68.875486067108,79.0420115980519
201501,178,37,54.535945,-162.7068,5.37647695390782,31.93122893247,8.17553507014028,0.823647294589178,322.393448897796,116.274769740886,112.86181484687,118.98795131481
201501,178,38,54.277735,-161.422515,5.85415927419355,32.9398389614273,8.0777439516129,0.31845564516129,244.30047983871,118.855299022395,116.877659172591,120.020559474258
201501,178,39,54.32134,-161.16418,5.69524693877551,33.2271451256435,8.00602040816326,0.375785714285714,207.117867346939,137.202662655137,131.215115797396,138.674446593477
201501,178,40,54.21114,-161.134225,3.48570606060606,34.3437717471941,7.73339696969697,0.118016666666667,12.2061242424242,744.363567024294,738.658849361948,749.97395844937
201501,178,41,54.20801,-161.09984,3.63934420880914,34.3232409544625,7.70442740619902,0.102712887438825,13.3005742251223,712.389220310976,688.260090628055,722.596028479075
201501,178,43,54.329675,-160.571605,5.99493037974684,32.7095086847943,8.10885443037975,0.614949367088608,277.475622362869,114.930163015767,112.75634216477,115.34748817445
201501,178,45,54.36125,-160.160585,5.50824637681159,33.5218463973364,7.94087577639752,0.272521739130435,167.746395445135,160.784219009607,158.664901804686,162.567965365899
201501,178,46,54.859545,-159.78736,7.70872328244275,31.753701293331,8.32251335877863,0.565408396946565,354.631209923664,39.3630760769616,36.3827200752405,40.1393125122493
201501,178,47,54.876575,-159.704425,7.58699644128114,31.7523942417751,8.31760854092527,0.47670640569395,353.534336298932,34.8219103828198,31.2419871532825,35.6147094500001
201501,178,48,54.949435,-159.746785,7.04908671586716,31.7408329944257,8.28457380073801,0.339411439114391,350.080442804428,45.7732655579484,39.1576198652028,47.0101374348964
201501,178,49,54.90877,-159.84867,7.24521052631579,31.8772752385435,8.29122222222222,0.198432748538012,346.011996101365,51.9338897059066,48.4302614080126,52.6712565657303
201501,178,50,54.80479,-159.988885,6.14400934579439,31.9321921448985,8.21243925233645,0.241667289719626,337.681428037383,57.3188792146727,51.9895926165173,60.5945788171496
201501,178,51,54.73527,-160.189235,5.87273440643863,32.0242257336803,8.19855533199195,0.272040241448692,337.008762575453,74.2241555535172,71.9007528008528,74.9424177061768
201501,178,52,54.832175,-161.38444,5.67051157894737,31.8941841702329,8.16113473684211,0.900882105263158,323.111242105263,141.011905038495,138.284296103485,142.152496442366
201501,178,54,54.962,-160.47565,5.7361459566075,31.7110649814118,8.20511439842209,0.386682445759369,341.25984418146,80.7851501803197,75.5306968472903,85.4715561632398
201501,178,55,55.0106,-160.519135,5.80605133470226,31.7210984301925,8.21949897330595,0.722718685831622,336.920478439425,122.236538698403,119.405372426471,123.217383076028
201501,178,56,55.193755,-160.23982,5.76957370517928,31.8055587968698,8.20204183266932,0.769723107569721,337.613488047809,181.293494273862,172.749046883693,192.587881276536
201501,178,57,55.37544,-160.42442,5.97568461538462,31.6357871951264,8.20207692307692,0.194988461538462,349.536913461538,58.6158510366565,55.1071390047684,61.3904306086769
201501,178,58,55.568865,-160.028655,5.44957322175732,32.0136463715051,8.13961087866109,1.27412970711297,310.955905857741,163.317531135758,161.061700559267,164.122932307579
201501,178,59,55.70257,-159.51504,9.58794394213382,31.3648980040961,8.46780650994575,0.351446654611212,393.082206148282,36.4862404863647,32.5972279963036,38.0879469722458
201501,178,60,57.32423,-152.532455,7.17121503131524,32.3756063575065,8.20156993736952,0.660311064718163,307.965392484342,99.7085189015325,96.2926280748247,100.197772026476
201501,178,61,56.32497,-155.308105,10.2026240740741,32.1638262606355,8.4250537037037,0.458744444444444,348.802362962963,33.1460700873401,29.2768273837157,34.6353728295551
201501,178,64,56.599545,-155.514375,5.93498544698545,32.4555014794433,8.15287941787942,1.15087525987526,289.172278586279,143.238724364183,140.50388599581,144.389967057185
201501,178,65,56.785305,-155.527875,5.50898975409836,33.5154878041682,7.95151434426229,6.30160040983607,155.294932377049,245.421992096264,241.570114850193,247.718237148368
201501,178,66,56.961255,-155.543335,5.23407142857143,33.7676151188202,7.89035918367347,2.10907142857143,117.957026530612,270.547726574427,269.734664952247,271.331569957866
201501,178,67,56.341215,-156.45389,5.48497920997921,33.4987577942005,7.94643451143451,2.64600415800416,148.003544698545,221.859994014192,218.992593956305,223.015168479926
201501,178,68,56.28977,-156.0656,5.50192452830189,33.616274119761,7.96464150943396,3.64739622641509,150.975243186583,224.700291547755,219.896910503435,227.965601378446
201501,178,69,55.964925,-155.9897,7.68889830508475,32.2750157953055,8.34519397363465,0.767267419962335,329.376003766478,64.0329671702708,62.9714264734148,65.1908427149542
201501,178,70,55.70669,-156.35197,5.28061263157895,33.7561287839637,7.93173263157895,0.950324210526316,125.451277894737,240.29026575649,237.348271152973,241.752027487573
201501,178,71,55.780475,-156.72483,5.53127845528455,33.6069209637373,7.98574796747967,1.68956707317073,154.539512195122,211.515538361213,208.290948111574,213.24381507944
201501,178,72,55.620725,-158.596395,6.47932648870637,32.1702454535283,8.28627926078029,0.558724845995893,330.839909650924,105.535165813223,99.790909203701,107.911967870961
201501,178,73,55.434405,-157.77168,6.32941666666667,32.4180189325706,8.27975,0.129559523809524,314.915357142857,89.3863852662065,84.2994115251545,89.9264171085289
201501,178,74,55.403065,-158.076615,6.10873069306931,32.5701399020461,8.2329702970297,0.759374257425743,297.109744554455,112.110002646795,109.794072649329,112.813188480935
201501,178,75,55.23031,-158.186235,6.24281299212598,32.5777910404466,8.23777362204724,0.517407480314961,295.594100393701,112.363174326124,106.843545818202,114.912133569583
201501,178,76,55.144375,-158.2302,5.89682520325203,33.0320222149437,8.15535162601626,0.349776422764228,240.117772357724,137.73400527198,134.614666621379,139.360871996658
201501,178,77,54.888275,-158.414535,5.15849387755102,33.7119655832945,7.96565714285714,0.45080612244898,135.326079591837,177.011599771274,174.97222364998,178.501337297602
201501,178,78,54.80678,-157.9418,5.80120958083832,33.4953401707795,8.04969061876248,0.187071856287425,179.679335329341,131.155571382376,127.75836930117,133.018578100867
201501,178,79,55.24693,-157.758625,6.51895700934579,32.5026800486403,8.2968691588785,0.21505046728972,314.649140186916,78.2069921191305,74.5501646362438,79.2329832355639
201501,178,80,55.140955,-157.608555,6.48791967871486,32.6250749648254,8.31571485943775,0.370831325301205,307.711006024096,74.4649849178517,72.8730761714312,75.1934196547466
201501,178,81,55.0189,-157.1462,3.99039357429719,34.1567817002032,7.83260642570281,0.283524096385542,31.359124497992,353.072458987662,346.466875495974,354.796786604919
201501,178,82,55.18827,-156.80135,5.33208571428571,33.7117003272757,8.02338163265306,0.214459183673469,146.009475510204,163.656122685294,160.222076640297,165.132243598369
201501,178,83,55.22493,-156.71836,5.66105219206681,33.3283268850595,8.10552192066806,0.494544885177453,194.350427974948,183.849216381927,172.345100353238,189.603105318881
201501,178,84,55.45542,-156.03557,5.1196975308642,33.8564732010349,7.98804938271605,0.377987654320988,117.335343621399,187.34754281056,185.305842600056,187.886963215341
201501,178,85,55.47818,-155.744205,5.02555042016807,33.8499684995251,7.98135084033613,0.184827731092437,114.809254201681,209.829931150779,202.874383187557,214.734650647931
201501,178,86,55.65497,-155.89058,5.82059207920792,33.316518122056,8.15257425742574,0.197853465346535,198.179883168317,158.308384486948,154.024793204084,159.394924901103
201501,178,87,55.56745,-155.68164,5.60362653061225,33.5409654930665,8.08435714285714,0.160355102040816,166.027542857143,159.742881033551,156.626704740113,161.651712526076
201501,178,88,55.566845,-155.65785,5.6131306122449,33.5354999009926,8.08655102040816,0.175734693877551,167.542787755102,164.70039602149,160.216828979985,167.299760912882
201501,178,89,55.65303,-155.40011,4.91124904942966,33.918436469311,7.98952661596958,0.112328897338403,97.2522946768061,222.977534873962,216.189543672573,227.819606196484
201501,178,90,55.861445,-155.193105,7.1073429672447,32.3989533969438,8.38383622350674,0.413980732177264,311.751510597303,78.9456776834695,77.486398335205,80.4936094842224
201501,178,91,55.928045,-155.348065,9.11601859504132,32.2401252553945,8.50918595041322,0.407913223140496,346.991739669421,41.668021425205,39.6490116675104,43.4282308753699
201501,178,93,55.96309,-155.228625,8.27351538461538,32.2906004820595,8.46349807692308,0.360090384615385,333.348826923077,49.3931834269169,48.0382546809913,50.1438083985377
201501,178,94,55.97609,-155.513195,9.81892307692308,31.905261488408,8.5735722326454,0.44706191369606,356.69821575985,28.3527676076122,24.497154982968,30.1664273838444
201501,178,95,56.226715,-155.41719,9.233017208413,31.9195052311349,8.54187380497132,0.436198852772467,360.254361376673,41.0504733666489,37.6440068055024,42.553152726688
201501,178,96,56.14921,-155.39679,9.45207677902622,31.9670609698779,8.53689700374532,0.365411985018727,356.42747752809,28.5976501156986,18.4972902148544,30.7007403460245
201501,178,97,56.04172,-154.91728,5.77823279352227,33.3091595175124,8.13500809716599,0.44115991902834,190.254931174089,112.795887366047,109.791002507236,114.797352708568
201501,178,99,55.99089,-154.806205,9.22185510204082,31.922547990341,8.54235714285714,0.440902040816327,360.152783673469,40.7635941830378,30.4577088677735,42.553152726688
201501,178,100,56.00524,-154.74839,4.41764241164241,34.0349888467423,7.92801455301455,0.207264033264033,60.1813908523909,219.07037444746,216.784643220589,220.249093999578
201501,178,101,55.92415,-154.04961,3.97585132743363,34.2276801614404,7.89079646017699,0.213265486725664,23.9446938053097,468.553699368313,462.593553397883,469.965134453162
201501,178,102,56.94611,-153.484465,6.56959453781513,32.5134824936737,8.32965336134454,0.858054621848739,274.645325630252,126.861616431322,124.301465419101,128.820641523491
201501,178,103,56.776405,-153.54655,7.51812151394422,32.2479712062368,8.44622310756972,0.503697211155378,313.627270916335,69.5927640490489,67.8348933254526,71.1259416876554
201501,178,104,56.777285,-153.74184,7.83610865191147,32.2107689528557,8.47413883299799,0.645444668008048,319.840432595573,70.6782607555501,68.9749389182114,71.3048359485699
201501,178,105,56.7712,-153.8099,8.39956913827655,32.11691445935,8.52923446893788,0.435705410821643,333.540701402806,38.4459417221913,35.1685843058884,39.7306459976626
201501,178,106,56.47046,-153.747715,6.78737450980392,32.3338125676073,8.40227450980392,0.775582352941177,297.761378431373,84.9930636052375,82.7692940710003,86.8737825652834
201501,178,107,55.53915,-155.19787,3.55495060080107,34.3756713299049,7.9166955941255,0.129292389853138,13.6127449933244,758.472281104613,751.169865927,761.667352957498
201501,178,108,55.620465,-154.79538,3.26202647058824,34.4766537308891,7.92721470588235,0.240864705882353,11.1521882352941,876.038337847579,873.221713740043,877.005019022557
201501,178,109,55.68708,-154.79286,3.25863857142857,34.4669448196453,7.95673142857143,0.283102857142857,11.0317685714286,890.445451001913,884.900077683108,894.918912229202
201501,178,110,55.93025,-153.756915,5.32097245762712,33.7544497539855,8.08951694915254,0.330866525423729,124.525544491525,181.781900492153,176.17622394451,187.773609221907
201501,178,111,56.04946,-153.877425,6.6551876247505,32.5862460104105,8.41365469061876,0.15651497005988,304.696271457086,86.6322660059099,81.9889773069908,90.8101076800197
201501,178,112,56.0937,-154.20541,6.56308747514911,32.5815132084824,8.40998409542744,0.157709741550696,301.939242544732,87.9013482386845,85.1874845453635,89.3047015601494
201501,178,113,56.24836,-154.167445,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,114,56.163885,-153.992965,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,115,56.19323,-153.878315,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,116,56.164375,-153.74416,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,117,56.40501,-153.5548,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,118,56.497565,-153.552365,6.29092433537832,32.3692673853627,8.35342126789366,1.63747648261759,277.452840490798,123.729631728954,121.7688610606,125.021708055518
201501,178,119,56.557895,-153.39427,6.87432459677419,32.3565425139883,8.40271370967742,0.550927419354839,294.929616935484,89.8661457935976,88.4984593706878,90.4815717408581
201501,178,120,56.563005,-152.615445,6.20700806451613,32.954534433731,8.28922782258065,0.349098790322581,224.356197580645,116.393045669928,115.249642406699,117.590104313147
201501,178,121,56.78135,-151.86354,7.15100796812749,32.3906058906802,8.45853984063745,0.213125498007968,296.181555776892,91.4730667146925,85.8254565496374,93.9286471582728
201501,178,122,56.75286,-151.808145,6.94127642276423,32.5307193130311,8.4022906504065,0.19205081300813,285.170839430894,123.621647753248,116.807741570376,127.669541030295
201501,178,123,56.804985,-151.764595,6.09097177419355,33.2997739276608,8.21954032258065,0.290110887096774,192.55529233871,162.321941358353,160.159698782603,163.182725753732
201501,178,124,56.82886,-151.687365,5.06090062111801,33.9069862655255,8.05370186335404,0.176828157349896,101.012695652174,245.464526730937,240.380849587435,249.688724817822
201501,178,125,56.745585,-153.18112,6.39260649087221,32.5808596152144,8.32725557809331,1.80439148073022,241.645860040568,144.102792407924,143.035268459294,144.973293691658
201501,178,126,56.88177,-152.96499,6.58355747126437,32.4892218116064,8.38367816091954,0.470873563218391,268.486235632184,66.5188150804898,65.3792517683439,67.5483207819902
201501,178,127,57.1099,-152.48639,6.1276185770751,32.9428136438431,8.21612252964427,0.849217391304348,181.346264822134,139.56811830367,135.837223593007,140.944830434602
201501,178,128,57.039815,-152.173675,7.20925736738703,32.3106074136905,8.48902554027505,0.197243614931238,309.60241453831,69.5080516448617,67.917308859874,70.3858962692358
201501,178,129,57.982705,-152.54605,6.96875738396624,32.2227512589723,8.4265253164557,1.18332700421941,289.081438818565,165.249709736939,163.316786640217,167.504709518253
201501,178,130,58.043235,-152.49289,6.86605274261603,32.2539075393981,8.40604008438819,1.28414556962025,283.992012658228,192.442541652437,188.532535287833,193.733469318743
201501,178,131,58.02264,-152.14653,7.12390187891441,32.3328320993871,8.41728810020877,1.42867849686848,284.98414822547,150.052947851837,147.090425682725,151.875948586663
201501,178,132,57.989835,-151.87707,6.75754509803922,32.2868862556104,8.40137254901961,1.16288431372549,270.847392156863,149.620540958138,143.89763848107,152.599262776314
201501,178,133,57.890435,-151.93605,7.59119615384615,32.1686103872357,8.48240192307692,0.811382692307692,298.73875,107.62366210606,104.925858840295,109.161325294487
201501,178,134,58.83872,-149.613455,5.0879561752988,33.7880008468925,8.11391035856574,1.89367330677291,111.837334661355,226.053785355342,222.047714786789,227.270267462307
201501,178,135,58.850515,-149.213845,5.16093319415449,33.737179492288,8.12359707724426,1.34490396659708,123.723534446764,206.54281695069,204.38924998708,208.037634482441
201501,178,136,59.225055,-149.078235,6.05655976095618,33.1270006587325,8.26585059760956,1.27443227091633,198.33009561753,172.966374463687,167.820250762615,176.306316144018
201501,178,137,59.216,-149.149025,6.07200602409639,33.0913047554553,8.26607630522088,1.90465863453815,197.88736746988,169.848654176697,161.722604938719,175.658032430772
201501,178,138,59.082265,-149.164655,6.22519721115538,32.961025936555,8.30435856573705,1.03643625498008,215.876310756972,133.693288096069,130.658388172818,135.22069771878
201501,178,139,57.549905,-151.646255,7.19456587473002,32.4104868878988,8.42812958963283,0.995814254859611,271.218855291577,132.273483840235,130.255150854969,133.503902027733
201501,178,140,57.563645,-151.360815,8.29211538461538,32.0865642076329,8.53302631578947,0.398821862348178,305.123566801619,66.6068912981847,63.4756387493828,67.6362836379026
201501,178,141,57.4746,-151.1301,8.00502173913043,32.1441081350421,8.52840909090909,0.405407114624506,299.154035573123,79.7712267322978,76.0184353339212,80.9734120749948
201501,178,142,57.41976,-151.333815,6.42454859611231,32.8490529090558,8.34675377969762,1.28469546436285,228.08288336933,166.734738750148,163.647383975851,167.81163699804
201501,178,143,57.30552,-151.109325,7.2930732177264,32.3633870569487,8.46660500963391,0.323697495183044,289.426104046243,82.4152415590086,80.2180493537852,83.9432303639152
201501,178,144,57.27616,-151.001705,6.69534897959184,32.56886658507,8.41451632653061,0.316634693877551,272.229320408163,105.277664072212,103.282098695367,106.311115393887
201501,178,145,56.776055,-152.287555,6.24853225806452,33.0452895835029,8.36303830645161,0.230030241935484,227.583008064516,103.002039960444,100.99535154702,103.854450008327
201501,178,147,57.03254,-151.919225,7.4868089668616,32.3145119872522,8.48730409356725,0.276385964912281,292.382306042885,79.4937716271865,78.3558791452507,80.487369269704
201501,178,148,57.10406,-151.80638,7.71884412955466,32.2507895111945,8.50721659919028,0.507016194331984,295.610560728745,75.1248663284719,73.3122842958449,76.2299137842096
201501,178,149,56.935415,-151.656785,6.25831707317073,32.9631506765119,8.36703658536585,0.395128048780488,221.117418699187,126.400881268801,124.496356018151,127.64349661358
201501,178,150,56.97696,-151.22312,3.62585283018868,34.3499669244581,7.99074150943396,0.430662264150943,13.9693754716981,730.070927019237,718.712150050722,735.627664844615
201501,178,151,57.11537,-151.100765,4.33570134874759,34.0521135768739,8.05610019267823,0.482901734104046,52.6906088631985,402.534386609631,397.445794985195,412.82991678257
201501,178,152,57.38109,-150.36953,4.13523800738007,34.1369137873386,8.01316605166052,0.317538745387454,35.2893302583026,447.160453718195,444.485584134291,450.174212915686
201501,178,153,57.78049,-149.568455,4.13258121330724,34.1139691812269,8.05256947162427,0.425185909980431,36.6415342465753,458.273424247967,455.161990970054,460.245945787668
201501,178,154,57.749885,-149.77879,4.27632113821138,34.0727014133303,8.02555691056911,0.192684959349593,51.6422154471545,421.423804183723,416.558460629165,425.607592369126
201501,178,155,57.88918,-150.268455,5.36014629258517,33.5307356127287,8.18833466933868,1.04059719438878,132.787977955912,160.847856553053,159.424727768943,162.336377748449
201501,178,156,58.349055,-149.73789,7.06547870182556,32.3170481388435,8.49061257606491,0.438320486815416,294.491705882353,118.501088713478,117.872447399163,119.388239856668
201501,178,157,58.340525,-149.56161,6.46265502183406,32.6573269171695,8.4136615720524,1.41965065502183,256.764244541485,145.1185768814,140.554783291419,148.224979998103
201501,178,158,58.328845,-149.51674,6.44847764227642,32.6914945724668,8.40667479674797,1.11510772357724,255.164977642276,147.719759102228,145.688215598685,148.85295281304
201501,178,159,58.51571,-148.86714,6.56295652173913,32.7271598277373,8.45795256916996,0.424788537549407,259.081199604743,104.906525041879,103.541781389412,105.453638037939
201501,178,160,58.589495,-148.61023,5.45795798319328,33.5784436183484,8.22486974789916,0.482485294117647,144.467817226891,139.660943205343,127.720144431247,144.54671583055
201501,178,161,58.612975,-148.66606,5.35650103950104,33.6294728364705,8.22455925155925,0.58785446985447,134.515276507276,135.784896566313,134.34630914098,136.816273958137
201501,178,162,58.77304,-148.76673,5.00520710059172,33.8665977615126,8.16623668639053,0.890670611439842,108.559394477318,239.239831206892,238.262701203591,240.741212733768
201501,178,163,58.891005,-147.935615,3.50217813765182,34.387681379172,8.03526113360324,0.137795546558704,12.9247429149798,862.142738835228,856.602199351937,865.034627531816
201501,178,166,59.002765,-147.71547,3.90047133757962,34.2782517416673,8.05190021231422,0.25684076433121,18.726008492569,718.879357842038,707.368078870903,724.36272324704
201501,178,167,59.027185,-147.619935,3.70508118081181,34.3304937674932,8.06160332103321,0.752953874538745,15.4794741697417,756.170061112457,752.577341363167,761.095740366934
201501,178,168,59.432125,-147.04323,5.83972047244094,33.5211618985327,8.29168700787402,1.88933661417323,171.639748031496,202.394125322397,199.029602393011,204.273034371975
201501,178,169,59.538175,-147.137595,5.76992941176471,33.5823863521274,8.28560941176471,3.13856941176471,158.01088,210.141582985523,208.224229350977,212.02864887783
201501,178,170,59.54532,-147.5078,6.9341784989858,32.3825508582625,8.48880121703854,1.04097768762677,267.141507099392,102.086624881044,97.7944172514165,104.58674835057
201501,178,171,59.250825,-146.583745,4.15888306451613,34.1364786148343,8.11278629032258,0.671897177419355,37.7105463709677,413.274869514412,404.193802503596,427.295546174078
201501,178,172,59.29447,-146.489815,5.56952182952183,33.7856870220099,8.26780873180873,0.441927234927235,138.524266112266,203.872246523099,195.463223856124,210.697362490157
201501,178,173,59.45563,-145.893575,4.64112472160356,33.96721304807,8.21805345211581,0.308118040089087,84.6320734966592,342.118048580486,319.634033487187,350.457574941044
201501,178,174,59.529115,-142.76452,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,175,59.645035,-142.703115,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,176,59.69346,-141.133745,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,177,59.70615,-140.888335,NA,NA,NA,NA,NA,NA,Inf,-Inf
201501,178,178,57.450785,-136.46377,6.02233693304536,33.4934604148351,8.10448164146868,0.140509719222462,138.303758099352,203.503917398048,196.440207479576,210.157579771391
201501,178,179,56.518035,-135.671365,5.93114574898785,33.4393988566638,8.10105870445344,0.197024291497976,127.373431174089,198.161613556477,197.681600565458,198.613234411304
201501,178,180,56.406505,-135.834165,3.46954814814815,34.2993892898032,7.91718518518519,0.169662962962963,13.7366185185185,875.595062095434,860.38314294536,888.284174442783
201501,178,181,56.35675,-135.53839,5.80441125541126,33.5430191657669,8.10486796536797,0.194621212121212,121.586489177489,190.985502843142,190.028203427335,191.736605823194
201501,178,182,55.74461,-135.369815,4.02860154738878,34.1409407539046,7.96607543520309,0.0741721470019342,23.3325589941973,669.837163629537,662.176504316416,673.329173745836
201501,178,184,55.7346,-135.2941,4.09945454545455,34.1075175637247,7.91490340909091,0.156458333333333,26.2564147727273,672.374272053502,660.710138950386,679.926148655661
201501,178,185,55.652835,-135.33565,4.00549671772429,34.1403099420302,7.91557111597374,0.221929978118162,21.5823785557987,722.562010783841,710.848981536988,733.13050816505
201501,178,186,55.513105,-134.780785,5.7204048582996,33.7626371937848,8.10166801619433,0.329303643724696,120.229659919028,296.46916199704,291.153850188526,298.752520355542
201501,178,187,55.448595,-134.76813,5.80890778688525,33.7797316635426,8.07628278688525,0.30694262295082,116.065030737705,269.271584723956,265.60909635651,270.437178016821
201501,178,188,55.55166,-133.867425,8.13258785249458,32.5401744580388,8.34732104121475,0.362466377440347,238.607225596529,83.6300310516887,82.5380123752572,85.0071166920514
201501,178,189,55.62392,-133.995875,7.00637684210526,33.0743926617652,8.18706947368421,0.261496842105263,176.583002105263,116.346158860333,114.004877742968,118.047438516577
201501,178,190,55.637425,-134.03823,6.83630148619958,33.1886867189223,8.1808152866242,0.312350318471338,162.654305732484,152.159033339672,150.343464623951,153.44733427186
201501,178,191,55.52143,-134.17538,7.19555991735537,32.966407399906,8.24858884297521,0.313254132231405,184.744037190083,120.460020519237,118.587364892545,121.811048282713
